Grattan_record	Symbol	Company	Project	Date start	Completion date	Status	Major industry	Sub-industry	State	Employment Construction	Operation	Contact No.	sheet	Start date	Employment Operation	Change 	Production date	               Employment Construction	End date	Major sector	Sub-sector	Ownership	Capacity	Units	Project detail changes	Statistical Division	Cost_estimate	Lucille_Ownership	Record_date	Cost_estimate_real	Final_status_historical
3727.0	NA	Vic Govt	Road upgrade, south-west Gippsland, including Bass Hwy & Phillip Island Rd	2000	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	849.0	Dec 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2001-12-01	112626865.6716418	Completed
3727.0	NA	Vic Govt	Road upgrade, south-west Gippsland, including Bass Hwy & Phillip Island Rd	2000	NA	Under construction	Transport & Storage	Road	Victoria	NA	NA	817.0	Mar 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2002-03-01	111627218.93491125	Completed
3830.0	NA	Vic Roads	Widening of Mitcham Rd, Donvale	36617	36982	Under construction	Transport & Storage	Road	Victoria	NA	NA	863.0	Mar 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2001-03-01	178853695.32428357	Completed
3899.0	^	NT Dept of Transport & Works	Alice Springs - Kings Canyon road upgrade	36951	NA	Under construction	Transport & Storage	Road	Northern Territory	NA	NA	592.0	Mar 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2001-03-01	97556561.08597286	Completed
3899.0	NA	NT Dept of Transport & Works	Alice Springs - Kings Canyon road upgrade	36951	NA	Under construction	Transport & Storage	Road	Northern Territory	NA	NA	577.0	Jun 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2001-06-01	98e6	Completed
3899.0	NA	NT Dept of Transport & Works	Alice Springs - Kings Canyon road upgrade	36951	NA	Under construction	Transport & Storage	Road	Northern Territory	NA	NA	629.0	Sep 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2001-09-01	97117117.11711712	Completed
3899.0	NA	NT Dept of Transport & Works	Alice Springs - Kings Canyon road upgrade	36951	NA	Under construction	Transport & Storage	Road	Northern Territory	NA	NA	578.0	Dec 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2001-12-01	96537313.43283582	Completed
3899.0	NA	NT Dept of Transport & Works	Alice Springs - Kings Canyon road upgrade	36951	NA	Under construction	Transport & Storage	Road	Northern Territory	NA	NA	559.0	Mar 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2002-03-01	95680473.37278107	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	Federal funding announced for 2000/01	NA	Committed	Transport & Storage	Road	Queensland	NA	NA	264.0	Mar 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-03-01	243891402.71493214	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	Federal funding announced for 2000/01	NA	Committed	Transport & Storage	Road	Queensland	NA	NA	645.0	Jun 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-06-01	245e6	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	Federal funding announced for 2000/01	NA	Committed	Transport & Storage	Road	Queensland	NA	NA	703.0	Sep 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-09-01	242792792.79279283	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	Federal funding announced for 2000/01	NA	Committed	Transport & Storage	Road	Queensland	NA	NA	643.0	Dec 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-12-01	241343283.58208954	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	Federal funding announced for 2000/01	NA	Committed	Transport & Storage	Road	Queensland	NA	NA	622.0	Mar 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-03-01	239201183.4319527	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	2H 2002	2004	Committed	Transport & Storage	Road	Queensland	NA	NA	636.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-06-01	236749633.96778917	Completed
3901.0	^	Qld Dept of Main Roads	Access road, Port of Gladstone	2H 2002	2004	Under construction	Transport & Storage	Road	Queensland	NA	NA	596.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-09-01	234687953.55587807	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	2H 2002	2004	Under construction	Transport & Storage	Road	Queensland	NA	NA	597.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-12-01	232997118.1556196	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	2H 2002	2004	Under construction	Transport & Storage	Road	Queensland	NA	NA	581.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2003-03-01	229361702.1276596	Completed
3901.0	~	Qld Dept of Main Roads	Access road, Port of Gladstone	2H 2002	38139	Under construction	Transport & Storage	Road	Queensland	NA	NA	573.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2003-06-01	223961218.83656508	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	2H 2002	38139	Under construction	Transport & Storage	Road	Queensland	NA	NA	581.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2003-09-01	219402985.07462686	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	2H 2002	38139	Under construction	Transport & Storage	Road	Queensland	NA	NA	561.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2003-12-01	216756032.17158177	Completed
3901.0	NA	Qld Dept of Main Roads	Access road, Port of Gladstone	2H 2002	38139	Under construction	Transport & Storage	Road	Queensland	NA	NA	561.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2004-03-01	211372549.01960784	Completed
3913.0	NA	East Perth Redevelopment Authority	Road and bus lane upgrade, WA Police Service HQ redevelopment, East Perth	Plans announced	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	286.0	Mar 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2001-03-01	146334841.62895927	Completed
3913.0	NA	East Perth Redevelopment Authority	Road and bus lane upgrade, WA Police Service HQ redevelopment, East Perth	Plans announced	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	275.0	Jun 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2001-06-01	147e6	Completed
3913.0	NA	East Perth Redevelopment Authority	Road and bus lane upgrade, WA Police Service HQ redevelopment, East Perth	Plans announced	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	299.0	Sep 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2001-09-01	145675675.6756757	Completed
3913.0	NA	East Perth Redevelopment Authority	Road and bus lane upgrade, WA Police Service HQ redevelopment, East Perth	Plans announced	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	272.0	Dec 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2001-12-01	144805970.14925373	Completed
3913.0	NA	East Perth Redevelopment Authority	Road and bus lane upgrade, WA Police Service HQ redevelopment, East Perth	Plans announced	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	261.0	Mar 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2002-03-01	143520710.05917162	Completed
3913.0	NA	WA Main Roads	Road and bus lane upgrade, WA Police Service HQ redevelopment, East Perth	Plans announced	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	866.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2002-06-01	142049780.3806735	Completed
3913.0	NA	WA Main Roads	Road and bus lane upgrade, WA Police Service HQ redevelopment, East Perth	Plans announced	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	831.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2002-09-01	140812772.13352683	Completed
3913.0	~^	East Perth Redevelopment Authority	Gateway project, extension of Hay St and simplification of Causeway roundabout, East Perth	NA	38565	Under construction	Transport & Storage	Road	Western Australia	NA	NA	217.0	Mar 2005	Late 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2005-03-01	78305084.74576272	Completed
3913.0	NA	East Perth Redevelopment Authority	Gateway project, extension of Hay St and simplification of Causeway roundabout, East Perth	NA	38565	Under construction	Transport & Storage	Road	Western Australia	NA	NA	208.0	Jun 2005	Late 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2005-06-01	77461077.84431137	Completed
3913.0	~	East Perth Redevelopment Authority	Gateway project, extension of Hay St and simplification of Causeway roundabout, East Perth	NA	38777	Under construction	Transport & Storage	Road	Western Australia	NA	NA	213.0	Sep 2005	Late 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2005-09-01	76635071.09004739	Completed
3913.0	NA	East Perth Redevelopment Authority	Gateway project, extension of Hay St and simplification of Causeway roundabout, East Perth	NA	38777	Under construction	Transport & Storage	Road	Western Australia	NA	NA	217.0	Dec 2005	Late 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2005-12-01	76004700.35252644	Completed
3913.0	NA	East Perth Redevelopment Authority	Gateway project, extension of Hay St and simplification of Causeway roundabout, East Perth	NA	38777	Under construction	Transport & Storage	Road	Western Australia	NA	NA	221.0	Mar 2006	Late 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2006-03-01	75384615.38461539	Completed
3913.0	NA	East Perth Redevelopment Authority	Gateway project, extension of Hay St and simplification of Causeway roundabout, East Perth	NA	38777	Under construction	Transport & Storage	Road	Western Australia	NA	NA	233.0	Jun 2006	Late 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2006-06-01	74344827.5862069	Completed
3954.0	^	Lend Lease Corp	Public transport upgrade, incl. bus lanes, to St Mary's development site	2001	NA	Committed	Transport & Storage	Road	New South Wales	NA	NA	467.0	Mar 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-03-01	243891402.71493214	Completed
3954.0	NA	Lend Lease Corp	Public transport upgrade, incl. bus lanes, to St Mary's development site	2001	NA	Committed	Transport & Storage	Road	New South Wales	NA	NA	457.0	Jun 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-06-01	245e6	Completed
3954.0	NA	Lend Lease Corp	Public transport upgrade, incl. bus lanes, to St Mary's development site	2001	NA	Committed	Transport & Storage	Road	New South Wales	NA	NA	496.0	Sep 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-09-01	242792792.79279283	Completed
3954.0	^	Lend Lease Corp	Public transport upgrade, incl. bus lanes, to St Mary's development site	2001	Early 2002	Under construction	Transport & Storage	Road	New South Wales	NA	NA	453.0	Dec 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-12-01	241343283.58208954	Completed
3954.0	NA	Lend Lease Corp	Public transport upgrade, incl. bus lanes, to St Mary's development site	2001	Early 2002	Under construction	Transport & Storage	Road	New South Wales	NA	NA	437.0	Mar 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-03-01	239201183.4319527	Completed
3954.0	NA	Lend Lease Corp	Public transport upgrade, incl. bus lanes, to St Mary's development site	2001	End 2002	Under construction	Transport & Storage	Road	New South Wales	NA	NA	440.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-06-01	236749633.96778917	Completed
3954.0	NA	Lend Lease Corp	Public transport upgrade, incl. bus lanes, to St Mary's development site	2001	End 2002	Under construction	Transport & Storage	Road	New South Wales	NA	NA	420.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-09-01	234687953.55587807	Completed
4099.0	NA	Vic Roads	Safety improvements to Western Ring Rd, Melbourne	Early 2001	2002	Committed	Transport & Storage	Road	Victoria	NA	NA	863.0	Mar 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-03-01	243891402.71493214	Completed
4099.0	^	Vic Roads	Safety improvements to Western Ring Rd, Melbourne	Early 2001	2002	Under construction	Transport & Storage	Road	Victoria	NA	NA	856.0	Jun 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-06-01	245e6	Completed
4099.0	NA	Vic Roads	Safety improvements to Western Ring Rd, Melbourne	Early 2001	2002	Under construction	Transport & Storage	Road	Victoria	NA	NA	928.0	Sep 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-09-01	242792792.79279283	Completed
4099.0	NA	Vic Roads	Safety improvements to Western Ring Rd, Melbourne	Early 2001	2002	Under construction	Transport & Storage	Road	Victoria	NA	NA	855.0	Dec 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-12-01	241343283.58208954	Completed
4099.0	NA	Vic Roads	Safety improvements to Western Ring Rd, Melbourne	Early 2001	2002	Under construction	Transport & Storage	Road	Victoria	NA	NA	822.0	Mar 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-03-01	239201183.4319527	Completed
4099.0	NA	Vic Roads	Safety improvements to Western Ring Rd, Melbourne	Early 2001	2002	Under construction	Transport & Storage	Road	Victoria	NA	NA	845.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-06-01	236749633.96778917	Completed
4099.0	NA	VicRoads	Safety improvements to Western Ring Rd, Melbourne	Early 2001	2002	Under construction	Transport & Storage	Road	Victoria	NA	NA	810.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2002-09-01	234687953.55587807	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	2006	Committed	Transport & Storage	Road	South Australia	NA	NA	830.0	Mar 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2001-03-01	292669683.25791854	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	2006	Committed	Transport & Storage	Road	South Australia	NA	NA	819.0	Jun 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2001-06-01	294e6	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	2006	Committed	Transport & Storage	Road	South Australia	NA	NA	889.0	Sep 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2001-09-01	291351351.3513514	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38504	Under construction	Transport & Storage	Road	South Australia	*	NA	818.0	Dec 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2001-12-01	273522388.0597015	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38504	Under construction	Transport & Storage	Road	South Australia	*	NA	790.0	Mar 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2002-03-01	271094674.556213	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38504	Under construction	Transport & Storage	Road	South Australia	*	NA	811.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2002-06-01	268316251.83016106	Completed
4133.0	~	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	774.0	Sep 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2002-09-01	265979680.6966618	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	773.0	Dec 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2002-12-01	264063400.57636887	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	750.0	Mar 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2003-03-01	259943262.4113475	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	741.0	Jun 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2003-06-01	253822714.68144044	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	753.0	Sep 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2003-09-01	248656716.41791043	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	731.0	Dec 2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2003-12-01	245656836.46112603	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	731.0	Mar 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2004-03-01	239555555.55555555	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	731.0	Jun 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2004-06-01	234347826.0869565	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	836.0	Sep 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2004-09-01	230806045.34005037	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	2001	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	836.0	Dec 2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2004-12-01	225967940.81381014	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	NA	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	685.0	Mar 2005	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2005-03-01	221864406.77966103	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	NA	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	638.0	Jun 2005	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2005-06-01	219473053.89221558	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	NA	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	656.0	Sep 2005	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2005-09-01	217132701.42180094	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	NA	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	669.0	Dec 2005	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2005-12-01	215346650.99882492	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	NA	38869	Under construction	Transport & Storage	Road	South Australia	*	NA	675.0	Mar 2006	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2006-03-01	213589743.58974358	Completed
4133.0	NA	Transport SA	Commercial Rd realignment and safety improvement	NA	38869	Under construction	Transport & Storage	Road	South Australia	NA	NA	709.0	Jun 2006	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2006-06-01	210643678.16091955	Completed
4134.0	#	Yarra Trams / Vic Govt	Box Hill tram terminus development	Plans announced with expected Jun 2002šcompletion	NA	Under consideration	Transport & Storage	Rail	Victoria	NA	NA	926.0	Mar 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2001-03-01	276410256.41025645	Completed
4134.0	#	Yarra Trams / Vic Govt	Box Hill tram terminus development	Plans announced with expected Jun 2002šcompletion	NA	Under consideration	Transport & Storage	Rail	Victoria	NA	NA	914.0	Jun 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2001-06-01	277666666.6666667	Completed
4134.0	#	Yarra Trams / Vic Govt	Box Hill tram terminus development	Plans announced with expected Jun 2002šcompletion	NA	Under consideration	Transport & Storage	Rail	Victoria	NA	NA	990.0	Sep 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2001-09-01	275165165.1651652	Completed
4134.0	#	Yarra Trams / Vic Govt	Box Hill tram terminus development	Plans announced with expected Jun 2002šcompletion	NA	Under consideration	Transport & Storage	Rail	Victoria	NA	NA	912.0	Dec 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2001-12-01	273522388.0597015	Completed
4134.0	NA	Yarra Trams / Vic Govt	Box Hill tram terminus development	Plans announced with expected Jun 2002šcompletion	NA	Under consideration	Transport & Storage	Road	Victoria	NA	NA	879.0	Mar 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2002-03-01	271094674.556213	Completed
4134.0	NA	Yarra Trams / Vic Govt	Box Hill tram terminus development	37257	37469	Under construction	Transport & Storage	Road	Victoria	NA	NA	907.0	Jun 2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22e7	Public	2002-06-01	347232796.4860908	Completed
4173.0	NA	Transport SA	Hawker - Orroroo Rd construction	2000	2002	Under construction	Transport & Storage	Road	South Australia	NA	NA	830.0	Mar 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-03-01	243891402.71493214	Completed
4173.0	NA	Transport SA	Hawker - Orroroo Rd construction	2000	2002	Under construction	Transport & Storage	Road	South Australia	NA	NA	819.0	Jun 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-06-01	245e6	Completed
4173.0	NA	Transport SA	Hawker - Orroroo Rd construction	2000	2002	Under construction	Transport & Storage	Road	South Australia	NA	NA	889.0	Sep 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-09-01	242792792.79279283	Completed
4173.0	NA	Transport SA	Hawker - Orroroo Rd construction	2000	37408	Under construction	Transport & Storage	Road	South Australia	*	NA	818.0	Dec 2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15e7	Public	2001-12-01	241343283.58208954	Completed
